"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"C33. If a woman works outside of the home for money, how likely is it that the following consequences might occur? Not likely, somewhat likely, very likely?  There is no right or wrong answer:  C33c. She may have conflicts with her in-laws","","","","","C33. If a woman works outside of the home for money, how likely is it that the following consequences might occur? Not likely, somewhat likely, very likely?  There is no right or wrong answer:  C33c. She may have conflicts with her in-laws","","","","","C33. If a woman works outside of the home for money, how likely is it that the following consequences might occur? Not likely, somewhat likely, very likely?  There is no right or wrong answer:  C33c. She may have conflicts with her in-laws","","","","","C33. If a woman works outside of the home for money, how likely is it that the following consequences might occur? Not likely, somewhat likely, very likely?  There is no right or wrong answer:  C33c. She may have conflicts with her in-laws","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","494","43.43","493","36.96","Not likely","542","48.77","554","51.67","Not likely","526","40.46","486","39.27","Not likely","1562","45.28","1533","45.51"
"Somewhat likely","484","46.7","453","55.36","Somewhat likely","557","43.17","514","38.94","Somewhat likely","463","45.66","396","46.39","Somewhat likely","1504","44.4","1363","43.37"
"Very likely","75","5.21","43","3.67","Very likely","71","5.68","74","5.97","Very likely","75","10.86","92","11.22","Very likely","221","7.48","209","7.76"
"Don’t Know","58","4.65","41","4.01","Don’t Know","29","2.39","31","3.42","Don’t Know","37","3.02","45","3.13","Don’t Know","124","2.84","117","3.37"
"","","","","","","","","","","","","","","","","","","",""
"C33d. She may be considered immoral","","","","","C33d. She may be considered immoral","","","","","C33d. She may be considered immoral","","","","","C33d. She may be considered immoral","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","660","60.49","630","56.87","Not likely","647","54.87","642","54.96","Not likely","619","51.57","570","51.64","Not likely","1926","54.24","1842","53.87"
"Somewhat likely","327","28.61","319","34.52","Somewhat likely","420","33.16","398","32.81","Somewhat likely","348","36.06","321","32.88","Somewhat likely","1095","33.74","1038","33"
"Very likely","75","6.67","50","5.32","Very likely","97","9.97","106","10.09","Very likely","76","9.01","79","11.56","Very likely","248","9.3","235","10.19"
"Don’t Know","49","4.24","31","3.29","Don’t Know","35","2.01","27","2.14","Don’t Know","58","3.36","49","3.92","Don’t Know","142","2.71","107","2.93"
"","","","","","","","","","","","","","","","","","","",""
"C33e. She may be sabotaged or mistreated by other people at her work","","","","","C33e. She may be sabotaged or mistreated by other people at her work","","","","","C33e. She may be sabotaged or mistreated by other people at her work","","","","","C33e. She may be sabotaged or mistreated by other people at her work","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","619","53.93","614","50.52","Not likely","609","51.07","586","49.63","Not likely","587","47.19","524","45.51","Not likely","1815","49.97","1724","48.14"
"Somewhat likely","353","34.33","316","40.09","Somewhat likely","436","35.41","449","38.11","Somewhat likely","375","39.61","355","38.74","Somewhat likely","1164","36.8","1120","38.54"
"Very likely","83","6.94","73","6.69","Very likely","110","10.01","102","8.87","Very likely","79","10.51","82","11.04","Very likely","272","9.89","257","9.49"
"Don’t Know","56","4.81","27","2.7","Don’t Know","44","3.51","36","3.39","Don’t Know","60","2.68","58","4.72","Don’t Know","160","3.34","121","3.83"
"","","","","","","","","","","","","","","","","","","",""
"C33f. Her husband may be looked down upon because she is working","","","","","C33f. Her husband may be looked down upon because she is working","","","","","C33f. Her husband may be looked down upon because she is working","","","","","C33f. Her husband may be looked down upon because she is working","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","639","56.23","586","49.7","Not likely","618","53.1","608","50.95","Not likely","634","54.33","587","54.92","Not likely","1891","53.85","1781","52.35"
"Somewhat likely","313","30.4","330","39","Somewhat likely","384","29.18","348","28.27","Somewhat likely","308","30.37","278","29.82","Somewhat likely","1005","29.72","956","29.89"
"Very likely","81","6.52","62","6.34","Very likely","130","10.61","158","14.86","Very likely","73","9.53","91","10.72","Very likely","284","9.82","311","12.46"
"Don’t Know","78","6.85","52","4.97","Don’t Know","67","7.11","59","5.91","Don’t Know","86","5.78","63","4.54","Don’t Know","231","6.61","174","5.3"
"","","","","","","","","","","","","","","","","","","",""
"C33. If a woman works outside of the home for money, how likely is it that the following consequences might occur? Not likely, somewhat likely, very likely?  There is no right or wrong answer:  C33g. She would be more respected in her community","","","","","C33. If a woman works outside of the home for money, how likely is it that the following consequences might occur? Not likely, somewhat likely, very likely?  There is no right or wrong answer:  C33g. She would be more respected in her community","","","","","C33. If a woman works outside of the home for money, how likely is it that the following consequences might occur? Not likely, somewhat likely, very likely?  There is no right or wrong answer:  C33g. She would be more respected in her community","","","","","C33. If a woman works outside of the home for money, how likely is it that the following consequences might occur? Not likely, somewhat likely, very likely?  There is no right or wrong answer:  C33g. She would be more respected in her community","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","142","11.01","104","8.57","Not likely","194","18.06","193","19.45","Not likely","136","17.4","110","13.35","Not likely","472","17.13","407","16.07"
"Somewhat likely","578","50.58","532","52.23","Somewhat likely","595","50.68","561","47.2","Somewhat likely","620","52.99","502","52.37","Somewhat likely","1793","51.49","1595","49.66"
"Very likely","369","36.47","380","38.02","Very likely","395","30.16","408","32.39","Very likely","331","27.73","389","32.71","Very likely","1095","29.92","1177","33.06"
"Don’t Know","22","1.93","14","1.18","Don’t Know","15","1.1","11","0.96","Don’t Know","14","1.88","18","1.56","Don’t Know","51","1.46","43","1.21"
"","","","","","","","","","","","","","","","","","","",""
"C33h. Her husband would be proud of her","","","","","C33h. Her husband would be proud of her","","","","","C33h. Her husband would be proud of her","","","","","C33h. Her husband would be proud of her","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","79","5.55","53","4.11","Not likely","147","13.62","150","15.24","Not likely","105","11.59","62","4.98","Not likely","331","12.1","265","10.24"
"Somewhat likely","495","45.02","413","42.3","Somewhat likely","545","45.36","516","44.31","Somewhat likely","485","41.83","403","39.58","Somewhat likely","1525","44.07","1332","42.31"
"Very likely","509","46.91","550","51.82","Very likely","469","36.32","486","38.22","Very likely","492","44.24","534","53.03","Very likely","1470","40.19","1570","45.2"
"Don’t Know","28","2.52","14","1.77","Don’t Know","38","4.7","21","2.22","Don’t Know","19","2.33","20","2.4","Don’t Know","85","3.64","55","2.25"
"","","","","","","","","","","","","","","","","","","",""
"C33i. Her parents/family would be proud of her","","","","","C33i. Her parents/family would be proud of her","","","","","C33i. Her parents/family would be proud of her","","","","","C33i. Her parents/family would be proud of her","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","72","5.5","45","4.42","Not likely","133","14.14","139","13.24","Not likely","79","7.67","56","4.88","Not likely","284","10.98","240","9.19"
"Somewhat likely","475","42.97","404","40.44","Somewhat likely","535","44.61","507","44.79","Somewhat likely","407","40.62","343","36.7","Somewhat likely","1417","43.03","1254","41.27"
"Very likely","533","48.72","557","52.42","Very likely","511","39.15","514","40.17","Very likely","601","49.88","607","57.11","Very likely","1645","43.92","1678","47.84"
"Don’t Know","31","2.81","24","2.72","Don’t Know","20","2.1","13","1.8","Don’t Know","14","1.83","13","1.3","Don’t Know","65","2.07","50","1.7"
"","","","","","","","","","","","","","","","","","","",""
"C33j. Her children would benefit from her position","","","","","C33j. Her children would benefit from her position","","","","","C33j. Her children would benefit from her position","","","","","C33j. Her children would benefit from her position","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","43","4.43","31","3.84","Not likely","116","11.54","115","9.62","Not likely","87","7.16","61","3.95","Not likely","246","9.28","207","6.89"
"Somewhat likely","359","31.23","302","28.09","Somewhat likely","413","32.14","383","32.51","Somewhat likely","384","34.97","303","28","Somewhat likely","1156","33.06","988","30.35"
"Very likely","694","63.14","686","66.96","Very likely","634","51.26","643","52.36","Very likely","612","55.77","632","65.47","Very likely","1940","54.03","1961","58.78"
"Don’t Know","15","1.2","11","1.11","Don’t Know","36","5.06","32","5.52","Don’t Know","18","2.11","23","2.59","Don’t Know","69","3.63","66","3.97"
"","","","","","","","","","","","","","","","","","","",""
"C33k. Her family’s financial situation would improve","","","","","C33k. Her family’s financial situation would improve","","","","","C33k. Her family’s financial situation would improve","","","","","C33k. Her family’s financial situation would improve","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","47","4.82","31","3.58","Not likely","100","8.5","108","10.27","Not likely","63","5.97","46","2.92","Not likely","210","7.24","185","6.81"
"Somewhat likely","342","28.21","269","26.71","Somewhat likely","372","28.78","354","27.76","Somewhat likely","338","32.06","265","25.24","Somewhat likely","1052","29.9","888","26.69"
"Very likely","701","64.89","720","68.56","Very likely","706","60.97","700","60.46","Very likely","687","59.57","688","70","Very likely","2094","60.86","2108","64.89"
"Don’t Know","21","2.09","10","1.15","Don’t Know","21","1.74","11","1.51","Don’t Know","13","2.4","20","1.84","Don’t Know","55","2.01","41","1.61"
"","","","","","","","","","","","","","","","","","","",""
"C33l. Her husband would be considered successful","","","","","C33l. Her husband would be considered successful","","","","","C33l. Her husband would be considered successful","","","","","C33l. Her husband would be considered successful","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Not likely","158","12.21","129","12.22","Not likely","235","20.27","210","17.89","Not likely","171","13.29","156","10.75","Not likely","564","16.99","495","14.61"
"Somewhat likely","350","30.52","342","33.33","Somewhat likely","441","33.27","436","38.86","Somewhat likely","401","32.02","316","29.25","Somewhat likely","1192","32.55","1094","34.64"
"Very likely","484","44.98","495","45.79","Very likely","438","37.41","433","35.28","Very likely","448","48.89","499","55.53","Very likely","1370","42.25","1427","44.05"
"Don’t Know","119","12.29","64","8.65","Don’t Know","85","9.05","94","7.97","Don’t Know","81","5.8","48","4.47","Don’t Know","285","8.21","206","6.69"
