"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"","","","","","","","","","","","","","","","","","","",""
"G8i. A social-gathering place where people might gather to watch or play sports together","","","","","G8i. A social-gathering place where people might gather to watch or play sports together","","","","","G8i. A social-gathering place where people might gather to watch or play sports together","","","","","G8i. A social-gathering place where people might gather to watch or play sports together","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Never","749","67.64","489","46.09","Never","603","55.4","440","43.49","Never","349","33.22","228","25.58","Never","1701","48.7","1157","36.88"
"Occasionally","332","29.18","494","48.93","Occasionally","540","40.64","636","49.39","Occasionally","451","49.83","500","59.32","Occasionally","1323","42.79","1630","53.15"
"Often","30","3.18","47","4.98","Often","56","3.95","97","7.12","Often","301","16.95","291","15.1","Often","387","8.51","435","9.97"
"","","","","","","","","","","","","","","","","","","",""
"G8j. An entertainment venue (movie theater, playhouse)","","","","","G8j. An entertainment venue (movie theater, playhouse)","","","","","G8j. An entertainment venue (movie theater, playhouse)","","","","","G8j. An entertainment venue (movie theater, playhouse)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Never","859","76.89","573","50.98","Never","693","60.7","516","50.81","Never","384","38.09","228","28.92","Never","1936","54.23","1317","42.44"
"Occasionally","231","20.79","431","46.04","Occasionally","460","35.86","571","42.73","Occasionally","368","43.72","484","52.86","Occasionally","1059","37.18","1486","46.93"
"Often","21","2.32","26","2.98","Often","46","3.44","86","6.46","Often","349","18.19","307","18.22","Often","416","8.59","419","10.63"
"","","","","","","","","","","","","","","","","","","",""
"G8k. A restaurant or coffee shop","","","","","G8k. A restaurant or coffee shop","","","","","G8k. A restaurant or coffee shop","","","","","G8k. A restaurant or coffee shop","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Never","682","63.12","413","36.42","Never","563","48.47","382","33.67","Never","320","31.8","168","18.46","Never","1565","43.97","963","28.1"
"Occasionally","391","34.51","549","59.06","Occasionally","550","46.29","646","55.34","Occasionally","418","48.84","487","58.68","Occasionally","1359","46.04","1682","56.98"
"Often","38","2.37","68","4.52","Often","86","5.24","145","10.99","Often","363","19.36","364","22.86","Often","487","9.99","577","14.92"
"","","","","","","","","","","","","","","","","","","",""
"G8l. A health center or doctor, for yourself or your child","","","","","G8l. A health center or doctor, for yourself or your child","","","","","G8l. A health center or doctor, for yourself or your child","","","","","G8l. A health center or doctor, for yourself or your child","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Never","59","5.94","20","1.94","Never","124","10.3","94","9.52","Never","90","15.57","62","8.99","Never","273","11.75","176","8.59"
"Occasionally","649","55.44","695","68.11","Occasionally","880","72.91","844","69.97","Occasionally","506","51.9","526","59.75","Occasionally","2035","63.7","2065","65.88"
"Often","403","38.62","315","29.95","Often","195","16.8","235","20.51","Often","505","32.52","431","31.25","Often","1103","24.55","981","25.53"
"","","","","","","","","","","","","","","","","","","",""
"G9a. The market in order to buy goods","","","","","G9a. The market in order to buy goods","","","","","G9a. The market in order to buy goods","","","","","G9a. The market in order to buy goods","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","251","20.24","0","0","Yes","338","25.85","0","0","Yes","178","25.58","1","9.36","Yes","767","25.2","1","7.01"
"No","860","79.76","2","100","No","861","74.15","2","100","No","923","74.42","11","90.64","No","2644","74.8","15","92.99"
"","","","","","","","","","","","","","","","","","","",""
"G9b. The market in order to sell goods","","","","","G9b. The market in order to sell goods","","","","","G9b. The market in order to sell goods","","","","","G9b. The market in order to sell goods","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","290","22.48","1","43.12","Yes","345","28.01","0","0","Yes","206","13.48","1","0.47","Yes","841","22.28","2","0.78"
"No","821","77.52","1","56.88","No","854","71.99","2","100","No","895","86.52","11","99.53","No","2570","77.72","14","99.22"
"","","","","","","","","","","","","","","","","","","",""
"G9c. A neighbor’s home","","","","","G9c. A neighbor’s home","","","","","G9c. A neighbor’s home","","","","","G9c. A neighbor’s home","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","222","17.81","0","0","Yes","261","21.51","0","0","Yes","150","23.06","1","9.36","Yes","633","21.7","1","7.01"
"No","889","82.19","2","100","No","938","78.49","2","100","No","951","76.94","11","90.64","No","2778","78.3","15","92.99"
"","","","","","","","","","","","","","","","","","","",""
"G9d. Another village or neighborhood","","","","","G9d. Another village or neighborhood","","","","","G9d. Another village or neighborhood","","","","","G9d. Another village or neighborhood","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","237","18.27","0","0","Yes","305","24.75","0","0","Yes","177","22.06","1","9.36","Yes","719","23.16","1","7.01"
"No","874","81.73","2","100","No","894","75.25","2","100","No","924","77.94","11","90.64","No","2692","76.84","15","92.99"
"","","","","","","","","","","","","","","","","","","",""
"G9e. A bank or other formal financial institution","","","","","G9e. A bank or other formal financial institution","","","","","G9e. A bank or other formal financial institution","","","","","G9e. A bank or other formal financial institution","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","263","21.13","1","43.12","Yes","302","23.65","0","0","Yes","190","18.74","3","10.29","Yes","755","21.65","4","8.14"
"No","848","78.87","1","56.88","No","897","76.35","2","100","No","911","81.26","9","89.71","No","2656","78.35","12","91.86"
"","","","","","","","","","","","","","","","","","","",""
"G9f. A place outside the home where you work for money","","","","","G9f. A place outside the home where you work for money","","","","","G9f. A place outside the home where you work for money","","","","","G9f. A place outside the home where you work for money","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","338","26.75","1","43.12","Yes","344","30.06","0","0","Yes","191","15.48","2","0.93","Yes","873","24.53","3","1.13"
"No","773","73.25","1","56.88","No","855","69.94","2","100","No","910","84.52","10","99.07","No","2538","75.47","13","98.87"
"","","","","","","","","","","","","","","","","","","",""
"G9g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group.","","","","","G9g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group.","","","","","G9g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group.","","","","","G9g. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group.","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","276","25.17","1","43.12","Yes","342","28.99","0","0","Yes","186","14.19","2","0.93","Yes","804","23.34","3","1.13"
"No","835","74.83","1","56.88","No","857","71.01","2","100","No","915","85.81","10","99.07","No","2607","76.66","13","98.87"
"","","","","","","","","","","","","","","","","","","",""
"G9h. Work or educational/training opportunities that would require you to spend the night away from home","","","","","G9h. Work or educational/training opportunities that would require you to spend the night away from home","","","","","G9h. Work or educational/training opportunities that would require you to spend the night away from home","","","","","G9h. Work or educational/training opportunities that would require you to spend the night away from home","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","455","43.38","1","43.12","Yes","343","30.25","0","0","Yes","232","18.3","3","10.29","Yes","1030","27.28","4","8.14"
"No","656","56.62","1","56.88","No","856","69.75","2","100","No","869","81.7","9","89.71","No","2381","72.72","12","91.86"
"","","","","","","","","","","","","","","","","","","",""
"G9i. A social-gathering place where people might gather to watch or play sports together","","","","","G9i. A social-gathering place where people might gather to watch or play sports together","","","","","G9i. A social-gathering place where people might gather to watch or play sports together","","","","","G9i. A social-gathering place where people might gather to watch or play sports together","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","413","37.98","1","43.12","Yes","345","29.76","0","0","Yes","204","14.87","3","10.29","Yes","962","25.26","4","8.14"
"No","698","62.02","1","56.88","No","854","70.24","2","100","No","897","85.13","9","89.71","No","2449","74.74","12","91.86"
"","","","","","","","","","","","","","","","","","","",""
"G9j. An entertainment venue (movie theater, playhouse)","","","","","G9j. An entertainment venue (movie theater, playhouse)","","","","","G9j. An entertainment venue (movie theater, playhouse)","","","","","G9j. An entertainment venue (movie theater, playhouse)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","443","40.65","1","43.12","Yes","368","30.67","0","0","Yes","225","17.15","2","0.93","Yes","1036","26.83","3","1.13"
"No","668","59.35","1","56.88","No","831","69.33","2","100","No","876","82.85","10","99.07","No","2375","73.17","13","98.87"
"","","","","","","","","","","","","","","","","","","",""
"G9k. A restaurant or coffee shop","","","","","G9k. A restaurant or coffee shop","","","","","G9k. A restaurant or coffee shop","","","","","G9k. A restaurant or coffee shop","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","441","39.93","1","43.12","Yes","346","28.06","0","0","Yes","184","17.18","3","10.29","Yes","971","25.35","4","8.14"
"No","670","60.07","1","56.88","No","853","71.94","2","100","No","917","82.82","9","89.71","No","2440","74.65","12","91.86"
"","","","","","","","","","","","","","","","","","","",""
"G9l. A health center or doctor, for yourself or your child","","","","","G9l. A health center or doctor, for yourself or your child","","","","","G9l. A health center or doctor, for yourself or your child","","","","","G9l. A health center or doctor, for yourself or your child","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"Yes","262","22.41","0","0","Yes","295","22.37","0","0","Yes","166","19.98","3","10.29","Yes","723","21.52","3","7.71"
"No","849","77.59","2","100","No","904","77.63","2","100","No","935","80.02","9","89.71","No","2688","78.48","13","92.29"
"","","","","","","","","","","","","","","","","","","",""
"G10a. The market in order to buy goods (Husband)","","","","","G10a. The market in order to buy goods (Husband)","","","","","G10a. The market in order to buy goods (Husband)","","","","","G10a. The market in order to buy goods (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","48","27.39","0","NaN","0","34","14.9","0","NaN","0","18","15.51","0","0","0","100","16.18","0","0"
"Husband","164","72.61","0","NaN","Husband","236","85.1","0","NaN","Husband","127","84.49","1","100","Husband","527","83.82","1","100"
"","","","","","","","","","","","","","","","","","","",""
"G10a. The market in order to buy goods (Mother-in-law)","","","","","G10a. The market in order to buy goods (Mother-in-law)","","","","","G10a. The market in order to buy goods (Mother-in-law)","","","","","G10a. The market in order to buy goods (Mother-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","171","82.85","0","NaN","0","247","89.99","0","NaN","0","127","90","1","100","0","545","89.4","1","100"
"Mother-in-law","41","17.15","0","NaN","Mother-in-law","23","10.01","0","NaN","Mother-in-law","18","10","0","0","Mother-in-law","82","10.6","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10a. The market in order to buy goods (Father-in-law)","","","","","G10a. The market in order to buy goods (Father-in-law)","","","","","G10a. The market in order to buy goods (Father-in-law)","","","","","G10a. The market in order to buy goods (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","195","92.98","0","NaN","0","260","94.96","0","NaN","0","138","99.67","1","100","0","593","96.6","1","100"
"Father-in-law","17","7.02","0","NaN","Father-in-law","10","5.04","0","NaN","Father-in-law","7","0.33","0","0","Father-in-law","34","3.4","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10a. The market in order to buy goods (Other family member)","","","","","G10a. The market in order to buy goods (Other family member)","","","","","G10a. The market in order to buy goods (Other family member)","","","","","G10a. The market in order to buy goods (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","194","94.3","0","NaN","0","202","71.13","0","NaN","0","122","85.38","1","100","0","518","78.54","1","100"
"Other family member","18","5.7","0","NaN","Other family member","68","28.87","0","NaN","Other family member","23","14.62","0","0","Other family member","109","21.46","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10b. The market in order to sell goods (Husband)","","","","","G10b. The market in order to sell goods (Husband)","","","","","G10b. The market in order to sell goods (Husband)","","","","","G10b. The market in order to sell goods (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","18","5.37","0","0","0","31","11.51","0","NaN","0","16","18.35","1","100","0","65","12.33","1","44.67"
"Husband","233","94.63","1","100","Husband","256","88.49","0","NaN","Husband","148","81.65","0","0","Husband","637","87.67","1","55.33"
"","","","","","","","","","","","","","","","","","","",""
"G10b. The market in order to sell goods (Mother-in-law)","","","","","G10b. The market in order to sell goods (Mother-in-law)","","","","","G10b. The market in order to sell goods (Mother-in-law)","","","","","G10b. The market in order to sell goods (Mother-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","205","83.96","1","100","0","259","83.58","0","NaN","0","137","81.48","1","100","0","601","83.17","2","100"
"Mother-in-law","46","16.04","0","0","Mother-in-law","28","16.42","0","NaN","Mother-in-law","27","18.52","0","0","Mother-in-law","101","16.83","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10b. The market in order to sell goods (Father-in-law)","","","","","G10b. The market in order to sell goods (Father-in-law)","","","","","G10b. The market in order to sell goods (Father-in-law)","","","","","G10b. The market in order to sell goods (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","228","90.31","1","100","0","273","91.82","0","NaN","0","150","99.2","1","100","0","651","93.24","2","100"
"Father-in-law","23","9.69","0","0","Father-in-law","14","8.18","0","NaN","Father-in-law","14","0.8","0","0","Father-in-law","51","6.76","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10b. The market in order to sell goods (Other family member)","","","","","G10b. The market in order to sell goods (Other family member)","","","","","G10b. The market in order to sell goods (Other family member)","","","","","G10b. The market in order to sell goods (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","233","94.72","1","100","0","217","75.26","0","NaN","0","143","87.63","1","100","0","593","79.87","2","100"
"Other family member","18","5.28","0","0","Other family member","70","24.74","0","NaN","Other family member","21","12.37","0","0","Other family member","109","20.13","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Husband)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Husband)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Husband)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","58","32.95","0","NaN","0","40","20.23","0","NaN","0","15","16.26","0","0","0","113","19.78","0","0"
"Husband","133","67.05","0","NaN","Husband","180","79.77","0","NaN","Husband","106","83.74","1","100","Husband","419","80.22","1","100"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Mother-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Mother-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Mother-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Mother-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","151","84.14","0","NaN","0","199","89.23","0","NaN","0","110","93.07","1","100","0","460","90.27","1","100"
"Mother-in-law","40","15.86","0","NaN","Mother-in-law","21","10.77","0","NaN","Mother-in-law","11","6.93","0","0","Mother-in-law","72","9.73","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","176","92.63","0","NaN","0","213","93.97","0","NaN","0","114","97.22","1","100","0","503","95.1","1","100"
"Father-in-law","15","7.37","0","NaN","Father-in-law","7","6.03","0","NaN","Father-in-law","7","2.78","0","0","Father-in-law","29","4.9","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10c. A neighbor’s home (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","171","92.06","0","NaN","0","144","65.93","0","NaN","0","102","87.17","1","100","0","417","76.27","1","100"
"Other family member","20","7.94","0","NaN","Other family member","76","34.07","0","NaN","Other family member","19","12.83","0","0","Other family member","115","23.73","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10d. Another village or neighborhood (Husband)","","","","","G10d. Another village or neighborhood (Husband)","","","","","G10d. Another village or neighborhood (Husband)","","","","","G10d. Another village or neighborhood (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","29","7.64","0","NaN","0","36","15.89","0","NaN","0","18","18.49","0","0","0","83","16.13","0","0"
"Husband","176","92.36","0","NaN","Husband","215","84.11","0","NaN","Husband","124","81.51","1","100","Husband","515","83.87","1","100"
"","","","","","","","","","","","","","","","","","","",""
"G10d. Another village or neighborhood (Mother-in-law)","","","","","G10d. Another village or neighborhood (Mother-in-law)","","","","","G10d. Another village or neighborhood (Mother-in-law)","","","","","G10d. Another village or neighborhood (Mother-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","162","81.48","0","NaN","0","223","85.67","0","NaN","0","125","91.34","1","100","0","510","87.31","1","100"
"Mother-in-law","43","18.52","0","NaN","Mother-in-law","28","14.33","0","NaN","Mother-in-law","17","8.66","0","0","Mother-in-law","88","12.69","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10d. Another village or neighborhood (Father-in-law)","","","","","G10d. Another village or neighborhood (Father-in-law)","","","","","G10d. Another village or neighborhood (Father-in-law)","","","","","G10d. Another village or neighborhood (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","184","90.22","0","NaN","0","238","93.45","0","NaN","0","131","94.1","1","100","0","553","93.42","1","100"
"Father-in-law","21","9.78","0","NaN","Father-in-law","13","6.55","0","NaN","Father-in-law","11","5.9","0","0","Father-in-law","45","6.58","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10d. Another village or neighborhood (Other family member)","","","","","G10d. Another village or neighborhood (Other family member)","","","","","G10d. Another village or neighborhood (Other family member)","","","","","G10d. Another village or neighborhood (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","184","91.33","0","NaN","0","177","71.81","0","NaN","0","122","90.04","1","100","0","483","79.79","1","100"
"Other family member","21","8.67","0","NaN","Other family member","74","28.19","0","NaN","Other family member","20","9.96","0","0","Other family member","115","20.21","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Husband)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Husband)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Husband)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","47","21.49","0","0","0","29","14.04","0","NaN","0","15","12.57","0","0","0","91","14.32","0","0"
"Husband","183","78.51","1","100","Husband","226","85.96","0","NaN","Husband","141","87.43","2","100","Husband","550","85.68","3","100"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Mother-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Mother-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Mother-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10e. A bank or other formal financial institution (Mother-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","189","87.7","1","100","0","235","90.04","0","NaN","0","136","90.37","2","100","0","560","89.91","3","100"
"Mother-in-law","41","12.3","0","0","Mother-in-law","20","9.96","0","NaN","Mother-in-law","20","9.63","0","0","Mother-in-law","81","10.09","0","0"
"","","","","","","","","","","","","","","","","","","",""
